INFORMACION MENSUAL DEL MERCADO DE CAMBIOS;;;;;;;;;;;;;;;;;;;;;;
Gerencia de Estadísticas del Sector Externo - Banco Central de la República Argentina;;;;;;;;;;;;;;;;;;;;;;
2003;8;Informática;V; 0 ; 0 ; 0 ; 3 ; 2 ; 1 ; 2 ; 2 ; 1 ; 3 ; 6 ; 10 ;;;;;;;
2003;8;Maquinarias y Equipos;V; 2 ; 1 ; 3 ; 3 ; 4 ; 9 ; 14 ; 11 ; 16 ; 14 ; 15 ; 19 ;;;;;;;
2003;8;Metales Comunes y Elaboración;V; 7 ; 1 ; 4 ; 6 ; 8 ; 9 ; 5 ; 6 ; 9 ; 4 ; 6 ; 7 ;;;;;;;
2003;8;Mineria;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;8;Oleaginosos y Cerealeros;V; 0 ; 4 ; 12 ; 18 ; 18 ; 10 ; 15 ; 8 ; 11 ; 7 ; 4 ; 4 ;;;;;;;
2003;8;Otros Industria Manufacturera;V; 0 ; 1 ; 6 ; 2 ; 2 ; 2 ; 3 ; 2 ; 3 ; 3 ; 4 ; 4 ;;;;;;;
2003;8;Otros Sector Privado no Financiero;V; 3 ; 1 ; 1 ; 3 ; 2 ; 2 ; 3 ; 4 ; 3 ; 3 ; 3 ; 4 ;;;;;;;
2003;8;Petróleo;V; 9 ; 5 ; 5 ; 14 ; 15 ; 12 ; 10 ; 6 ; 5 ; 5 ; 4 ; 10 ;;;;;;;
2003;8;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 1 ; 0 ; 1 ; 2 ; 1 ; 1 ; 1 ; 1 ; 3 ; 1 ; 2 ; 2 ;;;;;;;
2003;8;Sector Público;V; 2 ; 3 ; 1 ; 0 ; 0 ; 1 ; 1 ; 2 ; 1 ; 2 ; 0 ; 3 ;;;;;;;
2003;8;Seguros;V; -   ;;;;;;;;; 0 ;;;;;;;;;
2003;8;Todos;V; 64 ; 53 ; 87 ; 115 ; 124 ; 140 ; 175 ; 130 ; 151 ; 155 ; 157 ; 209 ;;;;;;;
2003;8;Transporte;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ;;;;;;;
2003;8;Turismo y Hotelería;V; -   ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;; 0 ; 0 ;;;;;;;
2003;10;Agricultura, Ganadería y Otras Actividades Primarias;V; 15 ; 5 ; 3 ; 6 ; 6 ; 5 ; 2 ; 3 ; 10 ; 7 ; 5 ; 9 ;;;;;;;
2003;10;Agua;V; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2003;10;Alimentos, Bebidas y Tabaco;V; 26 ; 30 ; 36 ; 35 ; 36 ; 33 ; 36 ; 41 ; 43 ; 42 ; 36 ; 43 ;;;;;;;
2003;10;Comercio;V; 60 ; 51 ; 59 ; 61 ; 57 ; 59 ; 62 ; 72 ; 72 ; 77 ; 68 ; 88 ;;;;;;;
2003;10;Comunicaciones;V; 3 ; 3 ; 5 ; 5 ; 3 ; 10 ; 6 ; 9 ; 11 ; 8 ; 10 ; 11 ;;;;;;;
2003;10;Construcción;V; 1 ; 2 ; 2 ; 3 ; 1 ; 1 ; 2 ; 3 ; 2 ; 2 ; 1 ; 2 ;;;;;;;
2003;10;Electricidad (Generación, Transporte, Distribución);V; 4 ; 1 ; 2 ; 2 ; 6 ; 1 ; 2 ; 2 ; 1 ; 2 ; 6 ; 5 ;;;;;;;
2003;10;Entidades Financieras y Cambiarias;V; 1 ; 0 ; 3 ; 13 ; 1 ; 1 ; 2 ; 3 ; 3 ; 1 ; 2 ; 8 ;;;;;;;
2003;10;Entretenimiento;V; 2 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 2 ; 0 ; 0 ; 2 ; 0 ;;;;;;;
2003;10;Gas (Extracción, Transporte, Distribución);V; 0 ; 3 ; 1 ; 1 ; 1 ; 1 ; 10 ; 1 ; 2 ; 2 ; 2 ; 7 ;;;;;;;
2003;10;Gastronomía;V; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;10;Industria Automotriz;V; 95 ; 87 ; 112 ; 129 ; 126 ; 103 ; 122 ; 141 ; 162 ; 146 ; 170 ; 251 ;;;;;;;
2003;10;Industria de Papel, Ediciones e Impresiones;V; 21 ; 17 ; 14 ; 14 ; 21 ; 19 ; 23 ; 26 ; 22 ; 23 ; 20 ; 17 ;;;;;;;
2003;10;Industria Química, Caucho y Plástico;V; 158 ; 153 ; 164 ; 194 ; 182 ; 165 ; 189 ; 178 ; 214 ; 181 ; 153 ; 195 ;;;;;;;
2003;10;Industria Textil y Curtidos;V; 20 ; 17 ; 18 ; 28 ; 26 ; 24 ; 25 ; 26 ; 32 ; 24 ; 23 ; 25 ;;;;;;;
2003;10;Informática;V; 6 ; 2 ; 0 ; 1 ; 5 ; 2 ; 3 ; 2 ; 10 ; 4 ; 2 ; 4 ;;;;;;;
2003;10;Maquinarias y Equipos;V; 34 ; 32 ; 37 ; 46 ; 39 ; 40 ; 49 ; 50 ; 53 ; 52 ; 54 ; 69 ;;;;;;;
2003;10;Metales Comunes y Elaboración;V; 30 ; 34 ; 36 ; 34 ; 61 ; 37 ; 37 ; 45 ; 43 ; 39 ; 33 ; 51 ;;;;;;;
2003;10;Mineria;V; 1 ; 1 ; 1 ; 3 ; 2 ; 1 ; 1 ; 1 ; 1 ; 2 ; 1 ; 1 ;;;;;;;
2003;10;Oleaginosos y Cerealeros;V; 3 ; 10 ; 7 ; 10 ; 5 ; 11 ; 10 ; 4 ; 17 ; 4 ; 5 ; 13 ;;;;;;;
2003;10;Otros Industria Manufacturera;V; 20 ; 20 ; 18 ; 18 ; 18 ; 22 ; 26 ; 25 ; 30 ; 35 ; 30 ; 40 ;;;;;;;
2003;10;Otros Sector Privado no Financiero;V; 11 ; 8 ; 9 ; 10 ; 12 ; 27 ; 9 ; 12 ; 11 ; 10 ; 10 ; 23 ;;;;;;;
2003;10;Petróleo;V; 15 ; 23 ; 23 ; 21 ; 17 ; 22 ; 36 ; 18 ; 19 ; 15 ; 19 ; 29 ;;;;;;;
2003;10;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);V; 5 ; 4 ; 3 ; 5 ; 3 ; 5 ; 5 ; 4 ; 4 ; 5 ; 4 ; 5 ;;;;;;;
2003;10;Sector Público;V; 1 ; 1 ; 4 ; 1 ; 1 ; 7 ; 0 ; 0 ; 1 ; 2 ; 0 ; 7 ;;;;;;;
2003;10;Seguros;V; 0 ;;;;; 0 ; 0 ;;;;; 0 ;;;;;;;
2003;10;Todos;V; 531 ; 506 ; 564 ; 643 ; 633 ; 600 ; 661 ; 672 ; 766 ; 688 ; 659 ; 910 ;;;;;;;
2003;10;Transporte;V; 1 ; 1 ; 3 ; 2 ; 2 ; 1 ; 2 ; 2 ; 3 ; 3 ; 2 ; 4 ;;;;;;;
2003;10;Turismo y Hotelería;V; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Alimentos, Bebidas y Tabaco;C; 3 ; 2 ; 3 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ; 4 ; 2 ; 3 ;;;;;;;
2003;11;Comercio;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2003;11;Comunicaciones;C;;;;;;;; 0 ;;;; 0 ;;;;;;;
2003;11;Construcción;C;;;; 0 ; 0 ;; 0 ;; 0 ; 0 ;; 0 ;;;;;;;
2003;11;Electricidad (Generación, Transporte, Distribución);C;;; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 4 ; 2 ; 2 ;;;;;;;
2003;11;Entidades Financieras y Cambiarias;C; 0 ; 0 ; 0 ;;;;;;;;; 0 ;;;;;;;
2003;11;Entretenimiento;C; 0 ;;;; 0 ;;;;;;;;;;;;;;
2003;11;Gas (Extracción, Transporte, Distribución);C; 8 ; 10 ; 6 ; 7 ; 16 ; 8 ; 5 ; 6 ; 7 ; 8 ; 9 ; 10 ;;;;;;;
2003;11;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;11;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;11;Industria Química, Caucho y Plástico;C; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;11;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ;;;;;;;
2003;11;Informática;C;;; 0 ; 0 ;; 0 ; 0 ;; 0 ; 0 ;; 0 ;;;;;;;
2003;11;Maquinarias y Equipos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Metales Comunes y Elaboración;C; 1 ; 1 ; 1 ; 1 ; 0 ; 1 ; 2 ; 1 ; 1 ; 1 ; 1 ; 3 ;;;;;;;
2003;11;Mineria;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Oleaginosos y Cerealeros;C; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;11;Otros Industria Manufacturera;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Otros Sector Privado no Financiero;C; -0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;11;Petróleo;C; 5 ; 4 ; 5 ; 5 ; 4 ; 5 ; 23 ; 3 ; 5 ; 6 ; 8 ; 9 ;;;;;;;
2003;11;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;11;Sector Público;C;; 0 ;;;;;;;;;;;;;;;;;
2003;11;Todos;C; 32 ; 23 ; 24 ; 20 ; 29 ; 22 ; 41 ; 20 ; 23 ; 33 ; 33 ; 40 ;;;;;;;
2003;11;Transporte;C; 12 ; 3 ; 6 ; 3 ; 4 ; 4 ; 4 ; 3 ; 3 ; 5 ; 5 ; 5 ;;;;;;;
2003;11;Turismo y Hotelería;C; 0 ;;; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ;;;;;;;;
2003;12;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Alimentos, Bebidas y Tabaco;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2003;12;Comercio;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;12;Comunicaciones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ;;;;;;;
2003;12;Construcción;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Electricidad (Generación, Transporte, Distribución);C;;;;; 0 ;;;;; 0 ;; 0 ;;;;;;;
2003;12;Entidades Financieras y Cambiarias;C; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Entretenimiento;C; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Gas (Extracción, Transporte, Distribución);C;;;;;;;; 0 ;;;;;;;;;;;
2003;12;Gastronomía;C;; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Industria Química, Caucho y Plástico;C; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2003;12;Informática;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Maquinarias y Equipos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Metales Comunes y Elaboración;C;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;; 0 ; 0 ;;;;;;;
2003;12;Oleaginosos y Cerealeros;C; 0 ;;; 0 ; 0 ;;; 0 ;;; 0 ; 0 ;;;;;;;
2003;12;Otros Industria Manufacturera;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ; 0 ;;;;;;;;
2003;12;Otros Sector Privado no Financiero;C; 68 ; 52 ; 57 ; 56 ; 49 ; 44 ; 63 ; 56 ; 55 ; 67 ; 70 ; 83 ;;;;;;;
2003;12;Petróleo;C; 0 ; 0 ; 0 ; 0 ; 0 ;;;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ;;; 0 ;;;;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Sector Público;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;12;Seguros;C;; 0 ; 0 ; 0 ; 0 ;; 0 ;;; 0 ;;;;;;;;;
2003;12;Todos;C; 75 ; 58 ; 62 ; 62 ; 54 ; 51 ; 72 ; 64 ; 64 ; 78 ; 78 ; 92 ;;;;;;;
2003;12;Transporte;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 0 ;;;;;;;
2003;12;Turismo y Hotelería;C; 5 ; 4 ; 4 ; 4 ; 4 ; 4 ; 7 ; 6 ; 7 ; 8 ; 7 ; 8 ;;;;;;;
2003;13;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ;;;; 0 ;;;;;;;;;;;;;;
2003;13;Alimentos, Bebidas y Tabaco;C; 0 ;;;; 0 ; 0 ; 0 ;;; 0 ; 0 ; 0 ;;;;;;;
2003;13;Comercio;C;;;;; 0 ;;;; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;13;Entretenimiento;C;;;;;; 0 ;;;;;;;;;;;;;
2003;13;Industria Química, Caucho y Plástico;C;;;;; 0 ; 0 ;;;; 0 ;;;;;;;;;
2003;13;Maquinarias y Equipos;C;;;;; 0 ; 0 ;;;;;;;;;;;;;
2003;13;Mineria;C;;;;; 0 ;;;;;;;;;;;;;;
2003;13;Otros Industria Manufacturera;C;;;;; 0 ;;;;;;;;;;;;;;
2003;13;Otros Sector Privado no Financiero;C;; -   ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ;; -0 ;;;;;;;
2003;13;Petróleo;C;;;; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;;;;
2003;13;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C;;;;; 0 ;;;;;;;;;;;;;;
2003;13;Sector Público;C;;;;; 0 ;;;;;;;;;;;;;;
2003;13;Seguros;C;;;;; 0 ; 0 ;;;;;;;;;;;;;
2003;13;Todos;C; 1 ; 1 ; 1 ; 1 ; 2 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;13;Transporte;C; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;13;Turismo y Hotelería;C; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;14;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; -0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Agua;C;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Alimentos, Bebidas y Tabaco;C; 5 ; 1 ; 1 ; 0 ; 1 ; 2 ; 1 ; 0 ; 0 ; 0 ; 1 ; 1 ;;;;;;;
2003;14;Comercio;C; 3 ; 2 ; 3 ; 2 ; 2 ; 2 ; 3 ; 2 ; 4 ; 3 ; 2 ; 3 ;;;;;;;
2003;14;Comunicaciones;C; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 3 ; 3 ; 2 ;;;;;;;
2003;14;Construcción;C; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;14;Electricidad (Generación, Transporte, Distribución);C; 11 ; 6 ; 8 ; 8 ; 9 ; 4 ; 4 ; 3 ; 4 ; 0 ; 3 ; 3 ;;;;;;;
2003;14;Entidades Financieras y Cambiarias;C; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ;;;;;;;
2003;14;Entretenimiento;C; 2 ; 2 ; 2 ; 2 ; 3 ; 3 ; 3 ; 2 ; 3 ; 2 ; 3 ; 5 ;;;;;;;
2003;14;Gas (Extracción, Transporte, Distribución);C;; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;14;Gastronomía;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 3 ;;;;;;;
2003;14;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 2 ; 1 ; 0 ; 4 ;;;;;;;
2003;14;Industria de Papel, Ediciones e Impresiones;C; 1 ; 1 ; 1 ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
2003;14;Industria Química, Caucho y Plástico;C; 7 ; 4 ; 4 ; 2 ; 15 ; 6 ; 4 ; 8 ; 6 ; 17 ; 13 ; 8 ;;;;;;;
2003;14;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ;;;;;;;
2003;14;Informática;C; 11 ; 5 ; 5 ; 5 ; 9 ; 8 ; 11 ; 6 ; 4 ; 6 ; 10 ; 10 ;;;;;;;
2003;14;Maquinarias y Equipos;C; 0 ; 5 ; 0 ; 1 ; 0 ; 2 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ;;;;;;;
2003;14;Metales Comunes y Elaboración;C; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Mineria;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ;;;;;;;
2003;14;Oleaginosos y Cerealeros;C; 0 ; 0 ; 1 ; 3 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 1 ;;;;;;;
2003;14;Otros Industria Manufacturera;C; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ;;;;;;;
2003;14;Otros Sector Privado no Financiero;C; 21 ; 17 ; 18 ; 21 ; 25 ; 20 ; 22 ; 21 ; 22 ; 26 ; 25 ; 36 ;;;;;;;
2003;14;Petróleo;C; 0 ; 0 ; 7 ; 0 ; 1 ; 9 ; 2 ; 3 ; 5 ; 4 ; 8 ; 4 ;;;;;;;
2003;14;Productos Minerales no Metálicos (Cementos, Cerámicos y Otros);C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Sector Público;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Seguros;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;14;Todos;C; 69 ; 49 ; 59 ; 55 ; 75 ; 66 ; 60 ; 57 ; 62 ; 72 ; 78 ; 94 ;;;;;;;
2003;14;Transporte;C; 4 ; 2 ; 2 ; 3 ; 3 ; 3 ; 3 ; 2 ; 3 ; 3 ; 3 ; 5 ;;;;;;;
2003;14;Turismo y Hotelería;C; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 2 ; 2 ;;;;;;;
2003;15;Agricultura, Ganadería y Otras Actividades Primarias;C;;;;;;;;;;; 0 ;;;;;;;;
2003;15;Alimentos, Bebidas y Tabaco;C;;; 0 ; 0 ;;;;;; 0 ; 0 ; 0 ;;;;;;;
2003;15;Comercio;C; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;15;Comunicaciones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2003;15;Construcción;C;;;;;; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;15;Entidades Financieras y Cambiarias;C;;;;;;;;; 0 ;;; 0 ;;;;;;;
2003;15;Entretenimiento;C; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ;;;;;;;
2003;15;Gas (Extracción, Transporte, Distribución);C;;; 0 ;;;;;;;;;;;;;;;;
2003;15;Industria Automotriz;C; 0 ;;;;;;;;;;;;;;;;;;
2003;15;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;15;Industria Química, Caucho y Plástico;C; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;15;Industria Textil y Curtidos;C;;;;;; 0 ;;;; 0 ; 0 ;;;;;;;;
2003;15;Informática;C; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ; 1 ; 0 ; 0 ;;;;;;;
2003;15;Metales Comunes y Elaboración;C;;; 0 ;;;;; 0 ; 0 ;; 0 ;;;;;;;;
2003;15;Oleaginosos y Cerealeros;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;;
2003;15;Otros Industria Manufacturera;C;;;;; 0 ;;;;;;; 0 ;;;;;;;
2003;15;Otros Sector Privado no Financiero;C; -0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 3 ; 2 ;;;;;;;
2003;15;Sector Público;C;;; 0 ;; 0 ;;;;;;;;;;;;;;
2003;15;Todos;C; 1 ; 2 ; 2 ; 1 ; 1 ; 2 ; 2 ; 1 ; 1 ; 3 ; 3 ; 2 ;;;;;;;
2003;15;Transporte;C; 0 ; 0 ;;;;;;;;;;;;;;;;;
2003;15;Turismo y Hotelería;C;;;;;; 0 ;;;;;; 0 ;;;;;;;
2003;16;Agricultura, Ganadería y Otras Actividades Primarias;C; 0 ;;; 0 ; 0 ; 0 ;; 0 ; 0 ;; 0 ; 0 ;;;;;;;
2003;16;Alimentos, Bebidas y Tabaco;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Comercio;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Comunicaciones;C;;;;;;;;;;;; 0 ;;;;;;;
2003;16;Construcción;C; 0 ;; 0 ;; 0 ;; 0 ; 0 ; 0 ; 0 ;; 0 ;;;;;;;
2003;16;Entidades Financieras y Cambiarias;C;;;; 0 ; 0 ;;;;;;;;;;;;;;
2003;16;Entretenimiento;C;;; 0 ;;;; 0 ;;;;; 0 ;;;;;;;
2003;16;Gas (Extracción, Transporte, Distribución);C; 0 ;;; 0 ;;;;;;;;;;;;;;;
2003;16;Industria Automotriz;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 3 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Industria de Papel, Ediciones e Impresiones;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Industria Química, Caucho y Plástico;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Industria Textil y Curtidos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Informática;C; 0 ;;;;; 0 ;;;;;;;;;;;;;
2003;16;Maquinarias y Equipos;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Metales Comunes y Elaboración;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Mineria;C; 0 ;; 0 ; 0 ; 0 ; 0 ;; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Oleaginosos y Cerealeros;C; 0 ; 0 ; 5 ; 0 ; 2 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ;;;;;;;
2003;16;Otros Industria Manufacturera;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Otros Sector Privado no Financiero;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ;;;;;;;
2003;16;Petróleo;C; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ;;;;;;;
